Date,Avg_Temp
01-11-1892,2.959
01-12-1892,-2.054
01-01-1893,-7.362
01-02-1893,1.607
01-03-1893,4.494
01-04-1893,8.747
01-05-1893,12.263
01-06-1893,15.782
01-07-1893,17.675
01-08-1893,17.387
01-09-1893,12.78
01-10-1893,9.758
01-11-1893,2.153
01-12-1893,0.08
01-01-1894,-2.109
01-02-1894,1.618
01-03-1894,4.87
01-04-1894,9.86
01-05-1894,11.374
01-06-1894,14.36
01-07-1894,18.082
01-08-1894,15.872
01-09-1894,11.393
01-10-1894,7.85
01-11-1894,4.765
01-12-1894,0.228
01-01-1895,-4.115
01-02-1895,-6.606
01-03-1895,1.631
01-04-1895,8.418
01-05-1895,12.24
01-06-1895,15.782
01-07-1895,17.549
01-08-1895,16.909
01-09-1895,15.606
01-10-1895,7.171
01-11-1895,4.814
01-12-1895,-0.329
01-01-1896,-1.186
01-02-1896,-0.235
01-03-1896,5.521
01-04-1896,5.975
01-05-1896,10.8
01-06-1896,16.824
01-07-1896,17.401
01-08-1896,14.833
01-09-1896,13.156
01-10-1896,8.56
01-11-1896,1.293
01-12-1896,-0.689
01-01-1897,-2.894
01-02-1897,1.128
01-03-1897,5.26
01-04-1897,7.256
01-05-1897,10.819
01-06-1897,16.99
01-07-1897,16.868
01-08-1897,17.609
01-09-1897,12.613
01-10-1897,7.364
01-11-1897,2.682
01-12-1897,0.913
01-01-1898,1.794
01-02-1898,1.208
01-03-1898,3.13
01-04-1898,7.324
01-05-1898,11.476
01-06-1898,14.95
01-07-1898,14.807
01-08-1898,18.353
01-09-1898,14.06
01-10-1898,8.866
01-11-1898,4.712
01-12-1898,2.697
01-01-1899,1.836
01-02-1899,2.042
01-03-1899,3.004
01-04-1899,7.261
01-05-1899,11.222
01-06-1899,14.825
01-07-1899,17.654
01-08-1899,17.205
01-09-1899,12.966
01-10-1899,7.89
01-11-1899,6.293
01-12-1899,-3.357
01-01-1900,0.364
01-02-1900,1.119
01-03-1900,0.873
01-04-1900,6.551
01-05-1900,10.953
01-06-1900,16.155
01-07-1900,18.703
01-08-1900,16.678
01-09-1900,14.175
01-10-1900,8.74
01-11-1900,4.679
01-12-1900,2.435
01-01-1901,-3.991
01-02-1901,-4.162
01-03-1901,2.305
01-04-1901,7.989
01-05-1901,12.817
01-06-1901,15.729
01-07-1901,18.625
01-08-1901,16.822
01-09-1901,13.643
01-10-1901,9.104
01-11-1901,2.64
01-12-1901,0.652
01-01-1902,2.344
01-02-1902,-1.2
01-03-1902,3.67
01-04-1902,7.778
01-05-1902,8.794
01-06-1902,15.305
01-07-1902,16.163
01-08-1902,15.242
01-09-1902,12.534
01-10-1902,7.049
01-11-1902,1.594
01-12-1902,-2.193
01-01-1903,-0.089
01-02-1903,3.464
01-03-1903,5.935
01-04-1903,4.725
01-05-1903,12.668
01-06-1903,14.9
01-07-1903,16.604
01-08-1903,15.947
01-09-1903,13.853
01-10-1903,9.566
01-11-1903,4.302
01-12-1903,-1.046
01-01-1904,-1.642
01-02-1904,1.05
01-03-1904,3.166
01-04-1904,8.793
01-05-1904,12.404
01-06-1904,15.38
01-07-1904,18.962
01-08-1904,16.967
01-09-1904,12.297
01-10-1904,8.273
01-11-1904,3.17
01-12-1904,1.984
01-01-1905,-2.161
01-02-1905,1.187
01-03-1905,4.712
01-04-1905,5.965
01-05-1905,12.105
01-06-1905,17.161
01-07-1905,19.023
01-08-1905,16.986
01-09-1905,13.094
01-10-1905,4.516
01-11-1905,3.08
01-12-1905,0.661
01-01-1906,0.599
01-02-1906,0.318
01-03-1906,2.491
01-04-1906,8.018
01-05-1906,13.194
01-06-1906,14.895
01-07-1906,17.439
01-08-1906,16.979
01-09-1906,12.931
01-10-1906,9.808
01-11-1906,6.022
01-12-1906,-2.446
01-01-1907,-0.895
01-02-1907,-1.648
01-03-1907,2.788
01-04-1907,6.113
01-05-1907,12.935
01-06-1907,14.788
01-07-1907,14.821
01-08-1907,16.119
01-09-1907,13.507
01-10-1907,11.202
01-11-1907,3.373
01-12-1907,1.128
01-01-1908,-2.68
01-02-1908,1.09
01-03-1908,2.528
01-04-1908,5.341
01-05-1908,13.286
01-06-1908,17.016
01-07-1908,17.426
01-08-1908,14.993
01-09-1908,12.462
01-10-1908,8.194
01-11-1908,1.48
01-12-1908,-0.88
01-01-1909,-2.079
01-02-1909,-2.582
01-03-1909,1.67
01-04-1909,7.781
01-05-1909,10.794
01-06-1909,14.117
01-07-1909,15.232
01-08-1909,16.583
01-09-1909,12.968
01-10-1909,10.158
01-11-1909,1.889
01-12-1909,1.511
01-01-1910,0.894
01-02-1910,2.269
01-03-1910,3.915
01-04-1910,7.232
01-05-1910,12.3
01-06-1910,16.605
01-07-1910,15.763
01-08-1910,16.239
01-09-1910,12.269
01-10-1910,9.109
01-11-1910,2.163
01-12-1910,2.267
01-01-1911,-1.533
01-02-1911,1.001
01-03-1911,4.089
01-04-1911,7.193
01-05-1911,13.177
01-06-1911,15.044
01-07-1911,19.289
01-08-1911,19.768
01-09-1911,14.708
01-10-1911,8.458
01-11-1911,4.623
01-12-1911,2.495
01-01-1912,-1.953
01-02-1912,2.109
01-03-1912,6.096
01-04-1912,6.788
01-05-1912,11.92
01-06-1912,15.643
01-07-1912,18.166
01-08-1912,14.396
01-09-1912,9.311
01-10-1912,6.481
01-11-1912,2.428
01-12-1912,2.664
01-01-1913,-0.644
01-02-1913,1.135
01-03-1913,6.026
01-04-1913,7.737
01-05-1913,12.383
01-06-1913,14.832
01-07-1913,14.817
01-08-1913,15.186
01-09-1913,12.996
01-10-1913,9.404
01-11-1913,6.57
01-12-1913,1.639
01-01-1914,-3.428
01-02-1914,2.943
01-03-1914,4.726
01-04-1914,9.648
01-05-1914,10.931
01-06-1914,14.61
01-07-1914,17.744
01-08-1914,17.55
01-09-1914,12.756
01-10-1914,8.023
01-11-1914,3.233
01-12-1914,3.107
01-01-1915,-0.189
01-02-1915,0.863
01-03-1915,1.828
01-04-1915,6.744
01-05-1915,13.039
01-06-1915,17.301
01-07-1915,16.438
01-08-1915,15.612
01-09-1915,12.155
01-10-1915,6.269
01-11-1915,1.372
01-12-1915,3.072
01-01-1916,3.265
01-02-1916,0.764
01-03-1916,4.041
01-04-1916,8.138
01-05-1916,13.068
01-06-1916,12.923
01-07-1916,16.183
01-08-1916,16.262
01-09-1916,12.193
01-10-1916,8.341
01-11-1916,4.464
01-12-1916,1.481
01-01-1917,-2.887
01-02-1917,-3.872
01-03-1917,0.055
01-04-1917,4.267
01-05-1917,14.804
01-06-1917,18.698
01-07-1917,17.484
01-08-1917,17.051
01-09-1917,14.773
01-10-1917,7.204
01-11-1917,4.839
01-12-1917,-2.422
01-01-1918,0.218
01-02-1918,1.43
01-03-1918,4.132
01-04-1918,8.886
01-05-1918,13.819
01-06-1918,13.055
01-07-1918,16.734
01-08-1918,16.258
01-09-1918,13.254
01-10-1918,7.829
01-11-1918,2.944
01-12-1918,3.364
01-01-1919,0.33
01-02-1919,-0.64
01-03-1919,3.079
01-04-1919,5.472
01-05-1919,11.488
01-06-1919,15.109
01-07-1919,14.592
01-08-1919,16.45
01-09-1919,15.01
01-10-1919,5.933
01-11-1919,0.457
01-12-1919,0.329
01-01-1920,1.783
01-02-1920,2.862
01-03-1920,6.282
01-04-1920,9.341
01-05-1920,13.825
01-06-1920,14.913
01-07-1920,17.533
01-08-1920,15.28
01-09-1920,13.174
01-10-1920,7.024
01-11-1920,1.213
01-12-1920,0.158
01-01-1921,3.715
01-02-1921,1.176
01-03-1921,5.86
01-04-1921,7.745
01-05-1921,13.911
01-06-1921,14.527
01-07-1921,18.785
01-08-1921,17.5
01-09-1921,13.825
01-10-1921,11.013
01-11-1921,-0.043
01-12-1921,0.162
01-01-1922,-2.896
01-02-1922,-1.358
01-03-1922,3.658
01-04-1922,5.569
01-05-1922,13.452
01-06-1922,15.598
01-07-1922,15.826
01-08-1922,15.593
01-09-1922,11.381
01-10-1922,5.095
01-11-1922,2.403
01-12-1922,1.79
01-01-1923,1.047
01-02-1923,0.825
01-03-1923,5.03
01-04-1923,6.711
01-05-1923,11.576
01-06-1923,11.321
01-07-1923,18.657
01-08-1923,16.071
01-09-1923,13.26
01-10-1923,10.236
01-11-1923,2.872
01-12-1923,-1.835
01-01-1924,-3.207
01-02-1924,-2.703
01-03-1924,2.298
01-04-1924,6.235
01-05-1924,13.616
01-06-1924,15.104
01-07-1924,16.916
01-08-1924,14.839
01-09-1924,13.844
01-10-1924,9.275
01-11-1924,2.996
01-12-1924,1.033
01-01-1925,2.026
01-02-1925,3.56
01-03-1925,1.464
01-04-1925,8.078
01-05-1925,13.825
01-06-1925,14.926
01-07-1925,18.046
01-08-1925,16.77
01-09-1925,11.316
01-10-1925,8.362
01-11-1925,1.965
01-12-1925,-0.868
01-01-1926,-0.47
01-02-1926,4.091
01-03-1926,4.043
01-04-1926,9.555
01-05-1926,10.801
01-06-1926,13.889
01-07-1926,17.579
01-08-1926,16.328
01-09-1926,14.906
01-10-1926,7.762
01-11-1926,6.05
01-12-1926,0.112
01-01-1927,1.405
01-02-1927,0.758
01-03-1927,6.007
01-04-1927,7.102
01-05-1927,10.989
01-06-1927,14.208
01-07-1927,17.582
01-08-1927,16.793
01-09-1927,13.776
01-10-1927,8.5
01-11-1927,2.662
01-12-1927,-2.82
01-01-1928,1.175
01-02-1928,2.335
01-03-1928,3.113
01-04-1928,7.448
01-05-1928,10.192
01-06-1928,14.164
01-07-1928,18.481
01-08-1928,16.599
01-09-1928,12.898
01-10-1928,8.61
01-11-1928,6.065
01-12-1928,-0.621
01-01-1929,-4.956
01-02-1929,-9.099
01-03-1929,2.599
01-04-1929,4.48
01-05-1929,13.072
01-06-1929,14.559
01-07-1929,17.669
01-08-1929,17.329
01-09-1929,15.807
01-10-1929,9.638
01-11-1929,4.585
01-12-1929,3.196
01-01-1930,1.906
01-02-1930,-0.2
01-03-1930,4.409
01-04-1930,8.327
01-05-1930,11.693
01-06-1930,18.202
01-07-1930,16.618
01-08-1930,16.294
01-09-1930,13.424
01-10-1930,8.681
01-11-1930,5.784
01-12-1930,0.255
01-01-1931,-0.21
01-02-1931,-1.22
01-03-1931,0.526
01-04-1931,5.776
01-05-1931,15.061
01-06-1931,16.115
01-07-1931,17.098
01-08-1931,15.789
01-09-1931,10.49
01-10-1931,7.38
01-11-1931,4.598
01-12-1931,-0.254
01-01-1932,1.35
01-02-1932,-2.053
01-03-1932,0.983
01-04-1932,6.965
01-05-1932,12.679
01-06-1932,14.578
01-07-1932,18.24
01-08-1932,19.126
01-09-1932,15.357
01-10-1932,8.464
01-11-1932,4.072
01-12-1932,0.477
01-01-1933,-2.937
01-02-1933,-0.004
01-03-1933,5.29
01-04-1933,6.928
01-05-1933,11.658
01-06-1933,14.556
01-07-1933,18.377
01-08-1933,17.487
01-09-1933,13.994
01-10-1933,8.847
01-11-1933,2.458
01-12-1933,-4.209
01-01-1934,0.061
01-02-1934,1.062
01-03-1934,4.34
01-04-1934,10.345
01-05-1934,13.482
01-06-1934,16.392
01-07-1934,18.469
01-08-1934,16.871
01-09-1934,15.896
01-10-1934,9.618
01-11-1934,3.973
01-12-1934,4.327
01-01-1935,-1.127
01-02-1935,1.804
01-03-1935,2.977
01-04-1935,7.371
01-05-1935,10.484
01-06-1935,17.343
01-07-1935,17.995
01-08-1935,17.014
01-09-1935,14.065
01-10-1935,8.617
01-11-1935,5.058
01-12-1935,0.059
01-01-1936,2.629
01-02-1936,0.082
01-03-1936,5.17
01-04-1936,6.45
01-05-1936,12.638
01-06-1936,16.272
01-07-1936,17.291
01-08-1936,16.667
01-09-1936,13.414
01-10-1936,6.164
01-11-1936,3.672
01-12-1936,1.268
01-01-1937,-1.209
01-02-1937,2.072
01-03-1937,3.035
01-04-1937,8.056
01-05-1937,14.954
01-06-1937,16.689
01-07-1937,17.56
01-08-1937,17.679
01-09-1937,13.899
01-10-1937,9.501
01-11-1937,3.177
01-12-1937,-0.87
01-01-1938,1.133
01-02-1938,0.942
01-03-1938,7.347
01-04-1938,5.338
01-05-1938,11.154
01-06-1938,16.354
01-07-1938,17.266
01-08-1938,18.239
01-09-1938,14.413
01-10-1938,8.758
01-11-1938,6.823
01-12-1938,-2.067
01-01-1939,2.091
01-02-1939,1.616
01-03-1939,2.071
01-04-1939,8.919
01-05-1939,10.698
01-06-1939,16.583
01-07-1939,17.52
01-08-1939,18.181
01-09-1939,13.853
01-10-1939,6.438
01-11-1939,5.267
01-12-1939,-1.811
01-01-1940,-9.094
01-02-1940,-4.598
01-03-1940,2.835
01-04-1940,7.94
01-05-1940,12.298
01-06-1940,16.58
01-07-1940,16.416
01-08-1940,14.802
01-09-1940,12.751
01-10-1940,7.464
01-11-1940,5.252
01-12-1940,-3.145
01-01-1941,-5.664
01-02-1941,-0.452
01-03-1941,3.462
01-04-1941,5.512
01-05-1941,9.293
01-06-1941,16.248
01-07-1941,18.633
01-08-1941,15.355
01-09-1941,12.54
01-10-1941,7.863
01-11-1941,1.803
01-12-1941,1.082
01-01-1942,-8.187
01-02-1942,-5.723
01-03-1942,1.373
01-04-1942,7.459
01-05-1942,12.116
01-06-1942,14.277
01-07-1942,16.23
01-08-1942,17.973
01-09-1942,15.508
01-10-1942,10.992
01-11-1942,3.225
01-12-1942,1.619
01-01-1943,-0.826
01-02-1943,2.962
01-03-1943,5.816
01-04-1943,9.356
01-05-1943,12.715
01-06-1943,14.518
01-07-1943,17.719
01-08-1943,18.327
01-09-1943,14.066
01-10-1943,9.891
01-11-1943,2.634
01-12-1943,-0.12
01-01-1944,2.591
01-02-1944,-1.07
01-03-1944,1.146
01-04-1944,8.519
01-05-1944,11.538
01-06-1944,14.335
01-07-1944,17.582
01-08-1944,19.973
01-09-1944,13.217
01-10-1944,8.59
01-11-1944,3.992
01-12-1944,-0.602
01-01-1945,-4.596
01-02-1945,3.534
01-03-1945,5.974
01-04-1945,8.866
01-05-1945,13.816
01-06-1945,16.577
01-07-1945,18.134
01-08-1945,16.576
01-09-1945,14.027
01-10-1945,9.487
01-11-1945,3.44
01-12-1945,0.971
01-01-1946,-2.118
01-02-1946,2.25
01-03-1946,3.797
01-04-1946,10.023
01-05-1946,13.915
01-06-1946,14.878
01-07-1946,18.569
01-08-1946,16.641
01-09-1946,14.435
01-10-1946,6.972
01-11-1946,3.768
01-12-1946,-2.53
01-01-1947,-4.981
01-02-1947,-6.7
01-03-1947,2.56
01-04-1947,9.405
01-05-1947,14.434
01-06-1947,17.739
01-07-1947,18.994
01-08-1947,18.908
01-09-1947,17.05
01-10-1947,7.918
01-11-1947,5.091
01-12-1947,1.083
01-01-1948,2.535
01-02-1948,0.41
01-03-1948,5.854
01-04-1948,9.907
01-05-1948,13.591
01-06-1948,15.633
01-07-1948,16.33
01-08-1948,16.793
01-09-1948,14.142
01-10-1948,8.733
01-11-1948,4.11
01-12-1948,0.471
01-01-1949,0.937
01-02-1949,1.637
01-03-1949,2.207
01-04-1949,10.275
01-05-1949,12.248
01-06-1949,14.119
01-07-1949,17.706
01-08-1949,17.241
01-09-1949,16.739
01-10-1949,10.724
01-11-1949,3.651
01-12-1949,2.634
01-01-1950,-1.377
01-02-1950,2.822
01-03-1950,5.038
01-04-1950,6.848
01-05-1950,13.826
01-06-1950,17.617
01-07-1950,18.271
01-08-1950,17.859
01-09-1950,13.159
01-10-1950,7.841
01-11-1950,4.071
01-12-1950,-2.134
01-01-1951,0.985
01-02-1951,1.841
01-03-1951,2.357
01-04-1951,7.338
01-05-1951,11.637
01-06-1951,15.549
01-07-1951,17.301
01-08-1951,17.673
01-09-1951,14.927
01-10-1951,7.642
01-11-1951,6.314
01-12-1951,2.233
01-01-1952,-0.109
01-02-1952,-0.174
01-03-1952,2.734
01-04-1952,10.325
01-05-1952,12.411
01-06-1952,15.404
01-07-1952,18.517
01-08-1952,18.188
01-09-1952,10.902
01-10-1952,7.173
01-11-1952,1.598
01-12-1952,-0.887
01-01-1953,-1.179
01-02-1953,-0.186
01-03-1953,5.067
01-04-1953,9.085
01-05-1953,13.373
01-06-1953,16.331
01-07-1953,17.939
01-08-1953,16.872
01-09-1953,13.991
01-10-1953,10.516
01-11-1953,4.658
01-12-1953,2.337
01-01-1954,-3.466
01-02-1954,-3.74
01-03-1954,4.601
01-04-1954,5.794
01-05-1954,12.278
01-06-1954,16.277
01-07-1954,14.831
01-08-1954,16.237
01-09-1954,13.921
01-10-1954,9.829
01-11-1954,3.96
01-12-1954,2.944
01-01-1955,-1.825
01-02-1955,-1.904
01-03-1955,0.592
01-04-1955,6.931
01-05-1955,10.57
01-06-1955,14.791
01-07-1955,17.73
01-08-1955,17.333
01-09-1955,13.958
01-10-1955,8.068
01-11-1955,3.762
01-12-1955,2.203
01-01-1956,0.024
01-02-1956,-9.298
01-03-1956,3.052
01-04-1956,5.419
01-05-1956,12.598
01-06-1956,13.594
01-07-1956,17.202
01-08-1956,14.655
01-09-1956,14.163
01-10-1956,8.337
01-11-1956,2.262
01-12-1956,1.626
01-01-1957,-0.139
01-02-1957,3.794
01-03-1957,6.585
01-04-1957,7.551
01-05-1957,9.909
01-06-1957,16.827
01-07-1957,18.137
01-08-1957,15.553
01-09-1957,12.203
01-10-1957,9.132
01-11-1957,4.528
01-12-1957,0.153
01-01-1958,-0.59
01-02-1958,1.85
01-03-1958,-0.157
01-04-1958,5.195
01-05-1958,13.614
01-06-1958,14.674
01-07-1958,17.342
01-08-1958,17.359
01-09-1958,14.948
01-10-1958,9.342
01-11-1958,4.236
01-12-1958,2.097
01-01-1959,-0.296
01-02-1959,-0.02
01-03-1959,6.485
01-04-1959,9.459
01-05-1959,12.828
01-06-1959,16.284
01-07-1959,19.542
01-08-1959,17.787
01-09-1959,14.101
01-10-1959,8.839
01-11-1959,3.375
01-12-1959,1.809
01-01-1960,-0.452
01-02-1960,0.164
01-03-1960,4.46
01-04-1960,7.532
01-05-1960,12.971
01-06-1960,16.423
01-07-1960,15.793
01-08-1960,16.396
01-09-1960,12.931
01-10-1960,9.07
01-11-1960,5.916
01-12-1960,0.966
01-01-1961,-1.107
01-02-1961,4.368
01-03-1961,6.34
01-04-1961,10.698
01-05-1961,10.758
01-06-1961,16.228
01-07-1961,15.601
01-08-1961,16.259
01-09-1961,16.777
01-10-1961,10.699
01-11-1961,3.674
01-12-1961,-0.805
01-01-1962,1.362
01-02-1962,0.157
01-03-1962,0.421
01-04-1962,8.345
01-05-1962,10.071
01-06-1962,14.31
01-07-1962,15.444
01-08-1962,16.428
01-09-1962,12.823
01-10-1962,9.256
01-11-1962,2.7
01-12-1962,-3.418
01-01-1963,-7.544
01-02-1963,-5.823
01-03-1963,2.562
01-04-1963,8.434
01-05-1963,12.145
01-06-1963,16.077
01-07-1963,18.009
01-08-1963,16.447
01-09-1963,14.183
01-10-1963,8.305
01-11-1963,7.222
01-12-1963,-3.371
01-01-1964,-2.882
01-02-1964,0.506
01-03-1964,0.747
01-04-1964,8.755
01-05-1964,13.683
01-06-1964,17.12
01-07-1964,18.296
01-08-1964,16.402
01-09-1964,14.083
01-10-1964,7.219
01-11-1964,4.853
01-12-1964,0.054
01-01-1965,0.885
01-02-1965,-1.949
01-03-1965,2.479
01-04-1965,6.828
01-05-1965,11.325
01-06-1965,15.721
01-07-1965,15.525
01-08-1965,15.449
01-09-1965,13.217
01-10-1965,8.549
01-11-1965,1.356
01-12-1965,2.211
01-01-1966,-2.966
01-02-1966,3.489
01-03-1966,3.448
01-04-1966,8.716
01-05-1966,13.224
01-06-1966,17.163
01-07-1966,16.006
01-08-1966,15.936
01-09-1966,13.723
01-10-1966,11.23
01-11-1966,2.216
01-12-1966,1.563
01-01-1967,0.304
01-02-1967,2.729
01-03-1967,5.643
01-04-1967,6.633
01-05-1967,12.836
01-06-1967,14.969
01-07-1967,18.948
01-08-1967,16.954
01-09-1967,14.256
01-10-1967,11.317
01-11-1967,3.922
01-12-1967,-0.011
01-01-1968,-1.378
01-02-1968,0.673
01-03-1968,4.7
01-04-1968,9.178
01-05-1968,11.234
01-06-1968,16.296
01-07-1968,16.579
01-08-1968,16.782
01-09-1968,13.915
01-10-1968,10.216
01-11-1968,3.847
01-12-1968,-2.159
01-01-1969,0.066
01-02-1969,-2.197
01-03-1969,1.113
01-04-1969,7.136
01-05-1969,13.317
01-06-1969,15.054
01-07-1969,18.735
01-08-1969,17.051
01-09-1969,14.315
01-10-1969,10.219
01-11-1969,5.052
01-12-1969,-4.905
01-01-1970,-2.721
01-02-1970,-1.331
01-03-1970,1.234
01-04-1970,5.512
01-05-1970,11.665
01-06-1970,17.371
01-07-1970,16.565
01-08-1970,17.229
01-09-1970,13.804
01-10-1970,8.986
01-11-1970,5.708
01-12-1970,0.251
01-01-1971,-1.329
01-02-1971,1.29
01-03-1971,1.058
01-04-1971,8.441
01-05-1971,14.176
01-06-1971,14.359
01-07-1971,18.213
01-08-1971,18.424
01-09-1971,12.613
01-10-1971,9.22
01-11-1971,3.527
01-12-1971,3.21
01-01-1972,-2.377
01-02-1972,1.947
01-03-1972,5.607
01-04-1972,7.302
01-05-1972,11.796
01-06-1972,14.785
01-07-1972,18.028
01-08-1972,16.222
01-09-1972,11.278
01-10-1972,7.088
01-11-1972,4.281
01-12-1972,0.701
01-01-1973,-0.199
01-02-1973,1.047
01-03-1973,4.274
01-04-1973,5.255
01-05-1973,12.85
01-06-1973,16.457
01-07-1973,17.557
01-08-1973,18.23
01-09-1973,14.683
01-10-1973,7.456
01-11-1973,3.306
01-12-1973,-0.082
01-01-1974,3.006
01-02-1974,3.15
01-03-1974,5.801
01-04-1974,8.213
01-05-1974,11.322
01-06-1974,14.404
01-07-1974,15.74
01-08-1974,17.733
01-09-1974,13.697
01-10-1974,5.482
01-11-1974,4.743
01-12-1974,4.354
01-01-1975,4.13
01-02-1975,1.539
01-03-1975,3.851
01-04-1975,6.893
01-05-1975,12.208
01-06-1975,14.973
01-07-1975,18.513
01-08-1975,19.296
01-09-1975,16.092
01-10-1975,7.695
01-11-1975,3.045
01-12-1975,0.889
01-01-1976,0.882
01-02-1976,0.482
01-03-1976,1.621
01-04-1976,7.216
01-05-1976,13.235
01-06-1976,17.633
01-07-1976,19.69
01-08-1976,16.736
01-09-1976,13.165
01-10-1976,9.683
01-11-1976,4.722
01-12-1976,-1.259
01-01-1977,0.155
01-02-1977,2.995
01-03-1977,6.374
01-04-1977,5.765
01-05-1977,11.97
01-06-1977,15.761
01-07-1977,16.799
01-08-1977,16.311
01-09-1977,12.38
01-10-1977,10.297
01-11-1977,5.092
01-12-1977,1.759
01-01-1978,0.504
01-02-1978,-1.354
01-03-1978,5.034
01-04-1978,6.661
01-05-1978,11.818
01-06-1978,15.174
01-07-1978,15.835
01-08-1978,15.66
01-09-1978,12.509
01-10-1978,9.17
01-11-1978,4.127
01-12-1978,0.055
01-01-1979,-4.693
01-02-1979,-1.727
01-03-1979,3.82
01-04-1979,6.451
01-05-1979,12.76
01-06-1979,16.896
01-07-1979,15.631
01-08-1979,15.974
01-09-1979,13.663
01-10-1979,8.84
01-11-1979,3.643
01-12-1979,3.562
01-01-1980,-2.852
01-02-1980,2.181
01-03-1980,3.398
01-04-1980,6.138
01-05-1980,10.819
01-06-1980,14.993
01-07-1980,15.352
01-08-1980,17.025
01-09-1980,14.379
01-10-1980,8.122
01-11-1980,2.954
01-12-1980,0.218
01-01-1981,-1.686
01-02-1981,-0.359
01-03-1981,6.849
01-04-1981,7.957
01-05-1981,13.385
01-06-1981,15.583
01-07-1981,16.648
01-08-1981,16.83
01-09-1981,14.439
01-10-1981,8.132
01-11-1981,4.514
01-12-1981,-2.446
01-01-1982,-2.469
01-02-1982,-0.058
01-03-1982,4.49
01-04-1982,6.725
01-05-1982,12.718
01-06-1982,16.62
01-07-1982,19.094
01-08-1982,17.721
01-09-1982,16.261
01-10-1982,9.746
01-11-1982,6.008
01-12-1982,2.024
01-01-1983,3.708
01-02-1983,-1.598
01-03-1983,4.708
01-04-1983,8.649
01-05-1983,11.643
01-06-1983,16.46
01-07-1983,20.603
01-08-1983,18.601
01-09-1983,14.253
01-10-1983,9.295
01-11-1983,3.542
01-12-1983,0.364
01-01-1984,0.834
01-02-1984,-0.288
01-03-1984,2.349
01-04-1984,6.851
01-05-1984,11.058
01-06-1984,14.061
01-07-1984,16.151
01-08-1984,17.504
01-09-1984,12.645
01-10-1984,10.365
01-11-1984,4.972
01-12-1984,0.974
01-01-1985,-5.665
01-02-1985,-2.892
01-03-1985,2.981
01-04-1985,7.752
01-05-1985,13.533
01-06-1985,13.86
01-07-1985,17.693
01-08-1985,16.76
01-09-1985,13.966
01-10-1985,9.108
01-11-1985,0.821
01-12-1985,3.443
01-01-1986,-0.199
01-02-1986,-6.281
01-03-1986,3.17
01-04-1986,6.398
01-05-1986,14.419
01-06-1986,16.063
01-07-1986,17.425
01-08-1986,16.716
01-09-1986,11.81
01-10-1986,9.868
01-11-1986,5.892
01-12-1986,1.74
01-01-1987,-5.984
01-02-1987,-0.391
01-03-1987,-0.252
01-04-1987,9.115
01-05-1987,9.997
01-06-1987,14.202
01-07-1987,17.254
01-08-1987,15.93
01-09-1987,15.022
01-10-1987,9.455
01-11-1987,4.865
01-12-1987,1.858
01-01-1988,3.355
01-02-1988,2.122
01-03-1988,2.851
01-04-1988,8.088
01-05-1988,14.412
01-06-1988,15.317
01-07-1988,17.496
01-08-1988,17.375
01-09-1988,13.633
01-10-1988,9.721
01-11-1988,2.938
01-12-1988,3.039
01-01-1989,2.295
01-02-1989,3.456
01-03-1989,7.296
01-04-1989,7.311
01-05-1989,14.024
01-06-1989,15.623
01-07-1989,18.049
01-08-1989,17.449
01-09-1989,14.9
01-10-1989,10.627
01-11-1989,2.918
01-12-1989,2.21
01-01-1990,2.381
01-02-1990,5.922
01-03-1990,7.262
01-04-1990,7.566
01-05-1990,14.212
01-06-1990,15.556
01-07-1990,16.978
01-08-1990,18.789
01-09-1990,12.197
01-10-1990,10.438
01-11-1990,4.495
01-12-1990,0.478
01-01-1991,1.398
01-02-1991,-2.385
01-03-1991,6.69
01-04-1991,7.214
01-05-1991,9.714
01-06-1991,13.783
01-07-1991,19.341
01-08-1991,18.367
01-09-1991,15.316
01-10-1991,8.386
01-11-1991,3.93
01-12-1991,0.523
01-01-1992,0.793
01-02-1992,2.895
01-03-1992,5.085
01-04-1992,7.881
01-05-1992,14.576
01-06-1992,17.453
01-07-1992,18.951
01-08-1992,19.537
01-09-1992,13.861
01-10-1992,6.582
01-11-1992,5.327
01-12-1992,1.129
01-01-1993,2.297
01-02-1993,-0.683
01-03-1993,3.855
01-04-1993,10.324
01-05-1993,14.927
01-06-1993,15.837
01-07-1993,16.436
01-08-1993,16.252
01-09-1993,12.761
01-10-1993,8.086
01-11-1993,0.662
01-12-1993,2.848
01-01-1994,2.802
01-02-1994,-0.032
01-03-1994,6.602
01-04-1994,8.042
01-05-1994,12.76
01-06-1994,16.124
01-07-1994,21.556
01-08-1994,18.349
01-09-1994,13.655
01-10-1994,7.885
01-11-1994,7.164
01-12-1994,3.257
01-01-1995,0.002
01-02-1995,4.497
01-03-1995,3.379
01-04-1995,8.431
01-05-1995,12.466
01-06-1995,14.567
01-07-1995,20.397
01-08-1995,18.715
01-09-1995,13.066
01-10-1995,11.862
01-11-1995,3.023
01-12-1995,-2.003
01-01-1996,-2.832
01-02-1996,-2.246
01-03-1996,1.286
01-04-1996,8.517
01-05-1996,11.434
01-06-1996,15.872
01-07-1996,16.161
01-08-1996,17.599
01-09-1996,11.248
01-10-1996,9.369
01-11-1996,4.459
01-12-1996,-2.374
01-01-1997,-2.789
01-02-1997,4.011
01-03-1997,6.078
01-04-1997,6.414
01-05-1997,12.907
01-06-1997,16.054
01-07-1997,17.509
01-08-1997,20.28
